City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Klaipėda, Centras,Bangų g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-bangu-g-parduodamas-kambarys-bendrabutyje-bangu-1-2746523/,21000,1167,1,18,3,5,-,-,1976,Mūrinis,Centrinis,Įrengtas,-,-,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,7/1/2019,7/23/2019,2,712,37064801335,-
Klaipėda, Centras,Bangų g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-bangu-g-klaipedoje-bangu-g-parduodamas-1-2742261/,21499,1194,1,18,3,5,-,-,1990,Mūrinis,Centrinis,Nebaigtas statyti,-,-,-,-,6/21/2019,8/24/2019,4,804,37067289950,-
Vilnius, Užupis,Olandų g.,-,https://www.aruodas.lt/butai-vilniuje-uzupyje-olandu-g-kanso-wwwkansolt-kanso-naujos-1-2763537/,145000,2377,3,61,2,5,-,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,8/14/2019,8/21/2019,5,683,37061111588,-
Vilnius, Užupis,Olandų g.,-,https://www.aruodas.lt/butai-vilniuje-uzupyje-olandu-g-kanso-wwwkansolt-kanso-naujos-1-2763539/,115000,2170,3,53,3,6,-,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,8/14/2019,8/21/2019,11,345,37061111588,-
Klaipėda, Paupiai,Jaunystės g.,-,https://www.aruodas.lt/butai-klaipedoje-paupiuose-jaunystes-g-paupiai-jaunystes-gatveje-parduodamas-2-ju-1-2768345/,34299,673,2,51,2,5,-,-,1971,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/14/2019,8/23/2019,1,223,37067289950,55.725672 21.171441
Kauno r. sav., Užliedžių k.,Vieversių g.,-,https://www.aruodas.lt/butai-kauno-rajone-uzliedziu-k-vieversiu-g-parduodamas-2-kambariu-4553-m-bendrojo-1-2768343/,40000,879,2,45.53,1,2,-,-,2019,Mūrinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Kabelinė televizija Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,Šildomos grindys,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,8/14/2019,8/14/2019,1,213,37064338549,-
Vilnius, Jeruzalė,Kviečių g.,-,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-kvieciu-g-parduodami-butai-ir-komercines-patalpos-1-2768341/,125250,1630,3,76.84,3,4,30,2,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui,Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,8/14/2019,8/14/2019,-,191,37068740400,54.742081 25.274941
Utenos m., Vyturių,Vaižganto g.,-,https://www.aruodas.lt/butai-utenoje-vyturiuose-vaizganto-g-parduodamas-1-kambario-butas-vaizganto-g-1-2768337/,22500,675,1,33.33,2,5,-,-,1974,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/14/2019,8/14/2019,2,452,37062484411,-
Vilnius, Pilaitė,Bitėnų g.,-,https://www.aruodas.lt/butai-vilniuje-pilaiteje-bitenu-g-parduodamas-3-kambariu-butas-bitenu-g-1-2768327/,96900,1700,3,57,2,3,-,-,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Balkonas Terasa Vieta automobiliui,Vonia,Šarvuotos durys Kodinė laiptinės spyna,8/14/2019,8/14/2019,4,640,37061361261,-
Vilnius, Santariškės,Santariškių g.,-,https://www.aruodas.lt/butai-vilniuje-santariskese-santariskiu-g-parduodamas-butas-gamtos-apsuptyje-kai-1-2756273/,294000,2513,5,117,1,2,-,-,2016,Mūrinis,Centrinis,Įrengtas,Aukštos lubos Tualetas ir vonia atskirai Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Terasa,Skalbimo mašina Su baldais,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,8/14/2019,8/14/2019,15,631,37060632414,54.765592 25.283007
Utenos m., Aukštakalnis,Taikos g.,-,https://www.aruodas.lt/butai-utenoje-aukstakalnyje-taikos-g-parduodamas-geras-tvarkingas-3k-butas-1-2768323/,45000,734,3,61.32,1,5,-,-,1981,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Kabelinė televizija Internetas,Balkonas Rūsys Drabužinė,Vonia Su baldais,Kodinė laiptinės spyna,8/14/2019,8/14/2019,3,1014,37060377699,-
Kaunas, Dainava,Partizanų g.,-,https://www.aruodas.lt/butai-kaune-dainavoje-partizanu-g-parduodamas-3-kambariu-butas-partizanu-g-1-2768321/,47000,760,3,61.86,4,5,-,-,1972,Blokinis,Centrinis,Neįrengtas,-,-,-,-,8/14/2019,8/21/2019,6,786,37068927985,54.929394 23.98645
Kaunas, Žaliakalnis,Benediktinių g.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-benediktiniu-g-1-2768315/,141000,2032,3,69.4,3,4,-,-,1907,Mūrinis,Dujinis,Įrengtas,Aukštos lubos Kabelinė televizija Internetas Virtuvė sujungta su kambariu,Balkonas,Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys Signalizacija,8/14/2019,8/15/2019,4,988,37060667577,54.900497 23.898667
Vilnius, Antakalnis,V. Grybo g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-v-grybo-g-daugiau-informacijos-apie-projekta-www-1-2725377/,172280,2088,3,82.5,1,4,-,-,2019,Mūrinis,Geoterminis,Dalinė apdaila,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/14/2019,8/23/2019,6,176,37064603482,54.706541 25.319463
Vilnius, Naujininkai,Šaltkalvių g.,-,https://www.aruodas.lt/butai-vilniuje-naujininkuose-saltkalviu-g-be-tarpininku-parduodamas-1-kambario-butas-1-2768311/,26700,1483,1,18,2,5,-,10,1966,Mūrinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija,-,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys,8/14/2019,8/14/2019,10,1036,37060178882,54.6594 25.271668
Vilnius, Antakalnis,V. Grybo g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-v-grybo-g-daugiau-informacijos-apie-projekta-www-1-2746503/,115210,2300,2,50.1,1,4,-,-,2019,Mūrinis,Geoterminis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/14/2019,8/23/2019,4,228,37064603482,54.706541 25.319463
Vilnius, Antakalnis,V. Grybo g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-v-grybo-g-daugiau-informacijos-apie-projekta-www-1-2746515/,147220,2522,3,58.38,0,4,3,41B,2019,Mūrinis,Geoterminis,Dalinė apdaila,Aukštos lubos Tualetas ir vonia atskirai Uždaras kiemas Virtuvė sujungta su kambariu,-,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/14/2019,8/23/2019,1,148,37064603482,54.706541 25.319463
Šiauliai, Gubernija,Sodo g.,-,https://www.aruodas.lt/butai-siauliuose-gubernijoje-sodo-g-labai-gera-kaina-parduodamas-1-k-butas-1-2768305/,9200,216,1,42.69,2,2,-,-,1952,Mūrinis,Kietu kuru,Įrengtas,Kabelinė televizija,Rūsys,Virtuvės komplektas,-,8/13/2019,8/13/2019,-,243,37060848160,55.948307 23.316801
Klaipėda, Sportininkai,J. Janonio g.,-,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-j-janonio-g-parduodamas-2-nepereinamu-kambariu-butas-j-1-2768297/,43999,1048,2,42,1,5,-,-,1968,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,2,210,37068688768,55.719095 21.117939
Klaipėda, Sportininkai,J. Janonio g.,-,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-j-janonio-g-parduodamas-2k-butas-jjanonio-g-butas-1-2762239/,44000,1000,2,44,1,5,-,-,1962,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/1/2019,8/22/2019,1,279,37069593128,55.719095 21.117939
Klaipėda, Centras,J. Janonio g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-j-janonio-g-parduodamas-2-nepereinamu-kambariu-butas-j-1-2760625/,44000,1041,2,42.28,1,5,-,-,1962,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/30/2019,7/30/2019,-,258,37067419090,55.719095 21.117939
Vilnius, Antakalnis,T. Kosciuškos g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-t-kosciuskos-g-parduodami-labai-jaukus-ir-stilingai-irengti-1-2768293/,319000,2927,4,109,4,4,-,-,2008,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas,Internetas Kabelinė televizija Butas per kelis aukštus Virtuvė sujungta su kambariu,Vieta automobiliui,Šildomos grindys Viryklė Kondicionierius Šaldytuvas Indaplovė Skalbimo mašina Su baldais Židinys Vonia Dušo kabina,Signalizacija Kodinė laiptinės spyna Šarvuotos durys,8/13/2019,8/23/2019,5,659,37065744365,54.691363 25.299022
Vilnius, Senamiestis,T. Kosciuškos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-t-kosciuskos-g-sie-kokybiski-apartamentai-parduodami-1-2606371/,299000,2736,4,109.3,4,4,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Vieta automobiliui,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,10/4/2018,3/26/2019,30,9863,37068782220,54.691363 25.299022
Vilnius, Antakalnis,T. Kosciuškos g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-t-kosciuskos-g-sie-kokybiski-apartamentai-parduodami-1-2606369/,299000,2736,4,109.3,4,4,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Vieta automobiliui,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,10/4/2018,1/3/2019,24,6613,37068782220,54.691363 25.299022
Kaunas, Eiguliai,Sukilėlių pr.,-,https://www.aruodas.lt/butai-kaune-eiguliuose-sukileliu-pr-viename-geriausiu-kauno-rajonu-eiguliuose-1-2768291/,61400,1023,3,60,4,5,-,84,1984,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,9,658,37060519015,-
Joniškio m.,-,Upytės g.,-,https://www.aruodas.lt/butai-joniskyje-upytes-g-parduodamas-isskirtinis-butas-per-kelis-1-2768287/,70000,376,5,186.08,2,3,-,-,1990,Mūrinis,Kita,Dalinė apdaila,-,-,-,-,8/13/2019,8/13/2019,-,74,37067145995,56.240868 23.616837
Radviliškio r. sav., Šeduvos m.,Vytauto g.,-,https://www.aruodas.lt/butai-radviliskyje-seduvos-m-vytauto-g-parduodama-pigiai-labai-geroje-vietoje-namo-1-2768285/,5000,177,1,28.18,2,2,-,-,1935,Medinis,Kita,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,-,78,37067145995,55.755834 23.754015
Klaipėda, Miškas,Liepojos g.,-,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-liepojos-g-parduodamas-geroje-vietoje-ir-puikaus-1-2768281/,76999,1084,3,71,3,12,-,-,1989,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/20/2019,1,160,37068688768,-
Klaipėda, Vingis,I. Simonaitytės g.,-,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-i-simonaitytes-g-parduodamas-vieno-kambario-butas-i-1-2768271/,31999,970,1,33,5,9,-,-,1981,Blokinis,Centrinis,Kita,-,-,-,-,8/13/2019,8/13/2019,-,25,37068655958,-
Klaipėda, Vingis,I. Simonaitytės g.,-,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-i-simonaitytes-g-parduodamas-1-no-kambario-butas-su-balkonu-9-1-2766563/,32000,970,1,33,5,9,-,-,1980,Blokinis,Centrinis,Dalinė apdaila,-,-,-,-,8/9/2019,8/9/2019,-,160,37065443410,-
Klaipėda, Vingis,I. Simonaitytės g.,-,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-i-simonaitytes-g-parduodamas-vieno-kambario-butas-i-1-2766513/,31999,970,1,33,5,9,-,-,1981,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/9/2019,8/22/2019,-,203,37068636545,-
Palanga,-,Užkanavės g.,-,https://www.aruodas.lt/butai-palangoje-uzkanaves-g-parduodamas-irengtas-2-kambariu-butas-1-2768261/,79500,2650,2,30,2,3,-,-,2013,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,2,386,37065671950,-
Palanga,-,S. Nėries g.,-,https://www.aruodas.lt/butai-palangoje-s-neries-g-parduodamas-2-kambariu-butas-palangos-miesto-1-2768259/,119000,2380,2,50,2,4,-,-,2007,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,10,354,37065671950,55.919196 21.062191
Kaunas, Panemunė,Orijos g.,-,https://www.aruodas.lt/butai-kaune-panemuneje-orijos-g-parduodamas-jaukus-76-kv-m-butas-rokeliuose-1-2768253/,69000,906,4,76.18,1,2,-,-,1985,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,8/13/2019,8/22/2019,8,1805,37065906670,54.845078 23.97027
Kaunas, Panemunė,Orijos g.,1,https://www.aruodas.lt/butai-kaune-panemuneje-orijos-g-parduodamas-4-kambariu-76kv-butas-rokeliuose-1-2764153/,69000,906,4,76.18,1,2,3,6,1985,Mūrinis,Kietu kuru,Įrengtas,Atskiras įėjimas Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,8/5/2019,8/11/2019,19,3368,37060660011,54.845078 23.97027
Elektrėnų sav.,-,Beižionių k.,-,https://www.aruodas.lt/butai-elektrenuose-beizioniu-k-nuostabiame-beizoniu-kaime-ramioje-vietoje-1-2768249/,9000,161,2,56,2,2,-,-,1986,Blokinis,Elektra,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,1,299,37067801203,54.683121 24.482266
Klaipėda, Bandužiai,Mogiliovo g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-mogiliovo-g-mogiliovo-g-parduodamas-moderniai-irengtas-3-1-2768243/,75999,974,3,78,3,5,-,-,1990,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/21/2019,3,514,37068688768,-
Klaipėda, Bandužiai,Mogiliovo g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-mogiliovo-g-mogiliovo-g-parduodamas-moderniai-irengtas-3-1-2764395/,76000,974,3,78,3,5,-,-,1990,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/6/2019,8/20/2019,-,100,37061857715,-
Klaipėda, Centras,Rumpiškės g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-rumpiskes-gatveje-parduodamas-11-kvm-1-2768241/,5799,527,1,11,3,5,-,-,1972,Mūrinis,Centrinis,Įrengtas,Internetas Kabelinė televizija,-,Su baldais Šaldytuvas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,8/13/2019,8/24/2019,3,329,37067288035,-
Klaipėda, Senamiestis,Bangų g.,-,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-bangu-g-demesio-nauja-statyba-senamiestyje-1-2768237/,117500,2500,2,47,2,5,-,-,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,-,218,37064746552,-
Klaipėda, Senamiestis,Bangų g.,-,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-bangu-g-parduodamas-prabangiai-irengtas-2-ju-1-2759179/,117500,2448,2,48,2,5,-,-,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/26/2019,8/13/2019,1,640,37062201311,-
Kaunas, Dainava,V. Krėvės pr.,-,https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-dainavoje-parduodamas-naujai-suremontuotas-3-1-2768235/,64500,1006,3,64.13,1,9,-,93,1975,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija,Sandėliukas Balkonas Rūsys,Virtuvės komplektas Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,8/13/2019,8/23/2019,10,1040,37060341684,54.925842 23.98248
Kaunas, Palemonas,Marių g.,-,https://www.aruodas.lt/butai-kaune-palemone-mariu-g-parduodamas-puikaus-isplanavimo-tvarkingas-1-2768233/,24990,440,2,56.79,9,9,-,-,1980,Mūrinis,Centrinis,Neįrengtas,Tualetas ir vonia atskirai,Balkonas,Vonia Su baldais Skalbimo mašina,-,8/13/2019,8/22/2019,11,935,37060199979,54.911528 24.059262
Vilnius, Karoliniškės,Vido Maciulevičiaus g.,-,https://www.aruodas.lt/butai-vilniuje-karoliniskese-vido-maciuleviciaus-g-parduodamas-1k-butas-vmaciuleviciaus-g-45-1-2768227/,50000,1497,1,33.4,1,5,-,-,1973,Blokinis,Centrinis,Įrengtas,Kabelinė televizija Internetas,Rūsys Drabužinė,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys,8/13/2019,8/21/2019,2,538,37069817783,54.689077 25.207775
Vilnius, Žvėrynas,Malonioji g.,-,https://www.aruodas.lt/butai-vilniuje-zveryne-malonioji-g-parduodamas-4-iu-kambariu-butas-nuostabioje-1-2768225/,101000,1238,4,81.61,2,2,-,-,1940,Medinis,Dujinis,Įrengtas,Aukštos lubos Kabelinė televizija Internetas,Rūsys Drabužinė,Vonia,-,8/13/2019,8/13/2019,6,837,37069817783,54.695098 25.257069
Vilnius, Liepkalnis,Liepkalnio g.,-,https://www.aruodas.lt/butai-vilniuje-liepkalnyje-liepkalnio-g-parduodamas-2-ju-kambariu-butas-liepkalnyje-1-2768221/,49000,1195,2,41,1,2,-,-,2009,Karkasinis,Elektra,Įrengtas,Internetas Virtuvė sujungta su kambariu,-,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys,8/13/2019,8/23/2019,5,1970,37067590968,54.657689 25.303728
Trakų r. sav., Lentvario m.,Vytauto g.,-,https://www.aruodas.lt/butai-trakuose-lentvario-m-vytauto-g-parduodamas-3-ju-kambariu-butas-lentvaryje-1-2768219/,44990,900,3,50,1,2,-,-,1954,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,8/13/2019,8/23/2019,-,381,37067590968,54.654226 25.043738
Kaunas, Dainava,Pramonės pr.,-,https://www.aruodas.lt/butai-kaune-dainavoje-pramones-pr-dainavoje-salia-kauno-kolegijos-parduodamas-1-2758043/,64000,1016,3,63,1,5,-,77,1970,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija,Balkonas Rūsys,Virtuvės komplektas Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,8/13/2019,8/23/2019,19,608,37060341684,54.921311 23.980313
Rokiškio m.,-,Statybos g.,-,https://www.aruodas.lt/butai-rokiskyje-statybos-g-parduodamas-namo-dalis-visas-antras-aukstas-1-2768211/,29000,294,5,98.5,2,2,-,5,1973,Mūrinis,Kietu kuru,Įrengtas,Tualetas ir vonia atskirai,Balkonas Rūsys Drabužinė,Vonia Su baldais,-,8/13/2019,8/13/2019,1,172,37065531429,55.959992 25.593853
Vilnius, Pašilaičiai,Gabijos g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-parduodamas-labai-ekonomiskas-ir-tvarkingas-3-1-2768207/,110000,1571,3,70,4,7,-,-,2013,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,Balkonas,Vonia Kondicionierius,Kodinė laiptinės spyna Šarvuotos durys,8/13/2019,8/19/2019,23,1501,37067227300,54.736185 25.22553
Kaunas, Centras,A. Mickevičiaus g.,-,https://www.aruodas.lt/butai-kaune-centre-a-mickeviciaus-g-parduodamos-patalpos-paciame-kauno-centre-a-1-2753723/,180000,1079,8,166.8,1,1,-,-,1985,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,4,366,37068723877,54.90023 23.917678
Vilnius, Senamiestis,Vingrių g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vingriu-g-ramiame-kieme-pacioje-senamiescio-sirdyje-1-2768201/,200000,2174,4,92,2,3,-,-,1940,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,8/13/2019,8/18/2019,12,857,37063008044,-
Vilnius, Senamiestis,Pylimo g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pylimo-g-ramiame-kieme-pacioje-senamiescio-sirdyje-1-2765857/,200000,2174,4,92,2,3,-,-,1940,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,8/8/2019,8/8/2019,9,580,37063008044,-
Kaunas, Panemunė,Vaidoto g.,-,https://www.aruodas.lt/butai-kaune-panemuneje-vaidoto-g-parduodamas-butas-vaidoto-g-namas-medinis-1-2768199/,23000,500,2,46,2,2,-,-,"1925 statyba, 1965 renovacija",Medinis,Dujinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,2,595,37061499662,54.868999 23.973676
Vilnius, Naujamiestis,Birželio 23-iosios g.,-,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-birzelio-23-iosios-g--naujas-ir-isskirtinis-projektas-mieste-1-2768195/,109900,2680,2,41,1,7,-,-,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Terasa Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Viryklė Plastikiniai vamzdžiai Indaplovė Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/13/2019,8/13/2019,2,419,37065593900,-
Vilnius, Pašilaičiai,Pavilnionių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pavilnioniu-g--naujai-irengtas-ir-negyventas-butas-1-2768187/,60900,1603,1,38,7,12,-,-,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas Vieta automobiliui,Šaldytuvas Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/13/2019,8/13/2019,1,440,37065593900,-
Vilniaus r. sav., Radžiulių k.,Legotės g.,-,https://www.aruodas.lt/butai-vilniaus-rajone-radziuliu-k-legotes-g-parduodmas-tvarkingas-priziuretas-murinis-1-2768183/,79000,844,3,93.57,1,2,-,-,2015,Mūrinis,"Elektra, kietu kuru",Įrengtas,-,-,-,-,8/13/2019,8/13/2019,2,231,37061855158,-
Vilnius, Antakalnis,Duburio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-duburio-g-nuostabus-3-ju-k-butas-su-nuosavu-kiemeliu-1-2768177/,116000,1809,3,64.11,1,4,-,8,2017,Monolitinis,Dujinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,28,2291,37067735747,54.711193 25.395612
Vilnius, Aukštieji Paneriai,Šešėlių g.,-,https://www.aruodas.lt/butai-vilniuje-aukstuosiuose-paneriuose-seseliu-g-parduodamas-irengtas-tvarkingas-sviesus-46-1-2768169/,43000,924,2,46.54,2,2,-,-,1977,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,8/13/2019,8/21/2019,4,749,37067351573,54.63777 25.12712
Klaipėda, Naujakiemis,Naujakiemio g.,-,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-parduodamas-naujakiemio-g-2-ju-kambariu-1-2768165/,42900,933,2,46,3,5,-,-,1970,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/24/2019,2,126,37062020311,55.67831  21.17559
Kaunas, Eiguliai,Šiaurės pr.,-,https://www.aruodas.lt/butai-kaune-eiguliuose-siaures-pr-ramioje-vietoje-netoli-kleboniskio-misko-1-2768161/,47000,922,2,51,5,5,-,40,1978,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/20/2019,2,212,37068724242,54.931474 23.928159
Klaipėda, Laukininkai,Laukininkų g.,-,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-1-no-kambario-buta-su-holu-laukininku-g53-1-2768159/,41000,932,1,44,3,5,-,-,1984,Blokinis,Centrinis,Kita,-,-,-,-,8/13/2019,8/20/2019,-,94,37068655958,-
Vilnius, Justiniškės,Justiniškių g.,-,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-langai-plastikiniai-sienos-tapetuotos-1-2768157/,48000,1333,1,36,5,5,-,50,1987,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/16/2019,5,703,37067070304,54.715144 25.219038
Klaipėda, Baltija,Baltijos pr.,-,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-baltijos-pr-perplanuotas-1-2768151/,65000,1048,3,62,2,9,-,-,1968,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/13/2019,-,236,37062020311,55.690461 21.174609
Klaipėda, Baltija,Baltijos pr.,-,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-baltijos-pr-suremontuotas-3-k-1-2767567/,65000,1048,3,62,2,9,-,-,1968,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/12/2019,8/12/2019,-,87,37065443410,55.690461 21.174609
Klaipėda, Baltija,Baltijos pr.,-,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-baltijos-pr-parduodamas-pilnai-irengtas-1-2765495/,65000,1048,3,62,2,9,-,-,1971,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys,Su baldais Virtuvės komplektas,Šarvuotos durys Kodinė laiptinės spyna,8/7/2019,8/7/2019,2,233,37065990409,55.690461 21.174609
